No.	Phrase	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
1718	可能還贏	7.111	6.889	0.737	0.843
1719	應該還贏	6.443	5.800	0.565	0.545
1720	可能有點爛	3.578	5.233	0.439	0.833
1721	可能更爛	2.125	6.067	0.217	0.501
1722	可能很爛	3.375	4.889	0.415	0.698
1723	本來很爛	3.360	5.825	0.625	0.769
1724	可能有點蠢	3.875	4.417	0.415	0.344
1725	應該非常驕傲	5.500	6.875	0.764	0.599
1726	應該沒八卦	5.263	3.750	0.427	0.661
1727	應該沒有八卦	4.944	4.250	0.55	0.433
1728	可能不支持	4.000	4.563	0.0	0.464
1729	本來不支持	5.111	5.313	0.774	0.609
1730	可能沒打	4.500	5.000	0.408	0.707
1731	應該不打	5.125	5.250	0.65	0.433
1732	應該不能打	5.000	4.875	0.267	0.545
1733	應該沒打	5.063	5.143	0.464	0.226
1734	應該沒有打	4.960	4.140	0.637	0.799
1735	也許不同意	4.000	4.063	0.0	0.726
1736	可能不同意	4.000	4.889	0.0	0.737
1737	應該不同意	4.000	4.111	0.0	0.737
1738	也許不好	4.000	4.375	0.0	0.484
1739	可能不好	4.000	4.500	0.0	0.463
1740	應該不好	4.000	4.625	0.0	0.484
1741	應該沒有好	4.000	4.375	0.0	0.484
1742	應該沒有安全	4.029	3.978	0.07	0.791
1743	應該不死	5.350	4.833	0.594	0.745
1744	應該沒死	4.286	5.750	0.7	0.559
1745	可能不希望	3.889	5.125	0.737	0.331
1746	可能沒有希望	3.389	4.667	0.515	0.373
1747	本來不希望	4.429	5.250	0.495	0.433
1748	應該不希望	4.000	4.900	0.0	0.831
1749	可能沒希望	3.425	5.250	0.39	0.829
1750	應該沒希望	3.600	4.111	0.49	0.994
1751	應該沒忘記	5.500	4.278	0.5	0.416
1752	應該沒有忘記	5.250	4.278	0.433	0.416
1753	可能沒有足夠	4.111	3.813	0.515	0.658
1754	應該沒有足夠	4.256	3.867	0.291	0.575
1755	可能不怕	5.643	4.625	0.44	0.484
1756	應該不怕	5.389	4.389	0.567	0.458
1757	應該不能怪	4.517	4.613	0.549	0.42
1758	本來不抱	5.250	5.286	0.5	0.525
1759	可能沒朋友	4.000	4.429	0.0	0.495
1760	可能沒有朋友	3.667	4.550	0.408	1.036
1761	應該沒朋友	3.889	4.000	0.314	0.775
1762	應該沒有朋友	4.000	4.000	0.0	0.816
1763	可能沒玩	4.600	4.567	0.432	0.571
1764	可能不相信	4.000	4.500	0.0	0.471
1765	本來不相信	5.750	5.071	0.433	0.175
1766	也許不差	5.333	5.000	0.471	0.667
1767	也許沒差	5.250	4.000	0.661	0.775
1768	可能沒有差	5.188	4.000	0.496	0.775
1769	可能沒差	5.000	3.500	0.0	0.577
1770	應該不差	5.389	3.944	0.567	0.762
1771	應該沒差	5.000	2.889	0.0	0.875
1772	應該沒有差	5.250	3.333	0.512	0.471
1773	本來不討厭	4.500	5.000	1.025	0.0
1774	應該不討厭	5.444	4.857	0.437	0.226
1775	可能沒救	3.389	6.125	0.875	0.781
1776	應該沒救	3.857	4.688	0.35	0.658
1777	可能不清楚	4.056	3.375	0.157	0.484
1778	本來不清楚	4.922	3.980	0.739	0.751
1779	應該不清楚	4.000	3.900	0.0	0.831
1780	可能不爽	4.375	5.625	0.484	0.484
1781	本來不爽	4.400	5.556	1.2	0.685
1782	應該不爽	3.833	5.250	0.667	0.433
1783	可能不喜歡	4.000	5.071	0.0	0.678
1784	應該不喜歡	4.000	4.150	0.0	0.838
1785	本來不喜歡	4.700	5.389	0.9	0.567
1786	應該不能亂	4.438	4.500	0.39	0.75
1787	應該沒有亂	4.925	4.611	0.538	1.1
1788	應該沒傻	5.222	3.944	0.533	0.926
1789	可能不想	4.500	3.333	0.5	0.471
1790	可能沒想	4.889	3.813	0.208	0.933
1791	可能沒有想	4.975	3.143	0.066	0.232
1792	本來不想	5.000	5.000	0.289	0.707
1793	本來沒想	4.938	4.667	0.165	0.373
1794	本來沒有想	4.778	4.071	0.342	0.175
1795	應該不想	4.063	3.333	0.165	0.471
1796	應該沒想	4.611	3.850	0.458	0.461
1797	應該沒有想	4.933	3.386	0.149	0.528
1798	可能不愛	4.000	4.438	0.0	0.464
1799	本來不愛	6.000	5.038	0.115	0.812
1800	應該不愛	4.314	4.656	0.587	0.609
1801	應該沒愛	4.167	4.688	0.624	0.658
1802	應該沒經歷	4.575	4.386	0.463	0.815
1803	可能沒罪	5.188	4.688	0.864	0.428
1804	應該沒罪	5.263	4.229	0.472	0.377
1805	可能沒遇到	5.000	3.625	0.0	0.484
1806	應該沒遇到	4.600	3.575	0.442	0.463
1807	應該不違法	5.333	5.143	0.816	0.639
1808	應該沒違法	4.922	4.663	0.581	0.522
1809	應該沒違規	5.222	3.875	0.629	0.331
1810	應該沒有違規	4.875	4.111	0.781	0.737
1811	也許不對	4.378	3.833	0.457	0.808
1812	可能不對	4.000	4.625	0.0	0.484
1813	可能沒對	4.533	4.167	0.419	0.292
1814	本來沒對	4.778	4.563	0.671	0.768
1815	應該不對	4.000	4.500	0.0	0.5
1816	應該沒對	3.688	4.214	0.496	0.589
1817	可能不適合	4.000	3.375	0.0	0.484
1818	應該不適合	4.000	3.889	0.0	0.737
1819	可能沒興趣	4.111	4.222	0.567	0.916
1820	本來沒興趣	5.050	4.813	0.85	0.348
1821	應該沒興趣	4.333	4.714	0.471	0.452
1822	可能不輸	5.500	4.444	0.707	0.497
1823	應該不輸	4.883	4.343	0.344	0.437
1824	應該沒有輸	5.444	4.444	0.685	0.497
1825	也許沒錯	5.300	4.222	0.9	0.629
1826	可能沒錯	5.444	4.000	0.497	0.0
1827	可能沒有錯	5.444	4.000	0.831	0.775
1828	應該沒錯	5.150	4.500	0.776	0.463
1829	應該沒有錯	5.778	4.389	0.416	0.458
1830	應該沒有隨便	4.757	4.763	0.354	0.458
1831	可能沒有幫助	4.000	5.250	0.0	0.433
1832	應該沒有幫助	3.857	4.643	0.226	0.44
1833	也許不願	4.000	3.750	0.0	0.512
1834	可能不願	4.000	4.389	0.0	0.458
1835	本來不願	4.611	5.000	0.567	0.612
1836	應該不願	3.938	4.444	0.3	0.437
1837	也許不願意	4.000	3.944	0.0	0.762
1838	本來不願意	4.722	4.875	0.749	0.484
1839	應該不願意	4.000	5.000	0.0	0.535
1840	可能不願意	4.000	4.950	0.0	0.789
1841	應該不嚴重	5.750	4.611	0.433	0.809
1842	沒八卦	5.375	4.225	0.494	0.636
1843	沒有八卦	4.944	4.000	0.724	0.267
1844	沒有反對	5.611	4.875	0.614	0.696
1845	沒有支持	3.778	4.550	0.681	0.466
1846	不打	5.050	5.871	0.076	0.597
1847	不能打	5.167	5.667	0.85	0.553
1848	沒打	5.500	4.700	0.75	0.6
1849	沒有打	5.313	4.250	0.609	0.354
1850	沒有正面	4.444	4.875	0.497	0.781
1851	不同意	3.611	4.675	0.458	0.435
1852	不能同意	3.833	5.313	0.333	0.428
1853	不好笑	3.667	5.500	0.408	1.025
1854	沒好處	3.722	5.000	0.416	0.943
1855	沒有好處	3.400	5.125	0.397	0.415
1856	不安全	3.444	5.000	0.497	0.876
1857	沒有安全	3.500	4.917	0.559	0.607
1858	沒成功	3.500	5.000	0.527	0.632
1859	沒有成功	3.214	5.563	0.452	0.583
1860	不死	6.111	5.833	0.698	0.624
1861	不能死	4.800	6.950	1.03	0.786
1862	沒死	5.183	5.178	0.743	0.614
1863	沒有死	6.167	5.429	0.471	1.178
1864	沒死刑	5.000	5.917	0.577	0.449
1865	沒有死刑	5.000	5.100	0.0	1.02
1866	沒自信	3.250	5.778	0.354	0.749
1867	沒有利益	4.325	4.556	0.399	0.497
1868	沒希望	3.000	4.400	0.289	0.735
1869	沒有希望	2.689	5.350	0.491	0.618
1870	不能忘記	4.900	6.100	0.393	0.715
1871	沒忘記	5.938	4.563	0.165	0.464
1872	沒有忘記	5.889	5.000	0.515	0.802
1873	沒改善	3.800	4.967	0.409	0.766
1874	沒有改善	3.500	5.357	0.433	0.58
1875	不能決定	4.167	5.167	0.577	0.687
1876	沒決定	4.333	5.900	0.527	0.49
1877	沒受傷	5.750	4.938	0.382	0.726
1878	沒有受傷	5.300	5.288	0.525	0.451
1879	不能忽略	5.625	4.357	0.545	0.515
1880	不能忽視	5.250	4.750	0.479	0.707
1881	不能怪	5.233	4.529	0.677	0.381
1882	沒有拒絕	5.722	4.813	0.82	0.496
1883	不放棄	6.500	5.875	0.577	0.599
1884	不能放棄	5.688	6.500	0.496	0.408
1885	沒放棄	6.250	5.688	0.791	0.556
1886	沒有放棄	5.850	5.563	0.572	0.39
1887	沒朋友	3.056	4.500	0.497	0.802
1888	沒有朋友	3.200	4.100	0.233	0.755
1889	不玩	4.643	5.350	0.489	0.566
1890	不能玩	4.063	5.125	0.3	0.82
1891	沒玩	4.544	4.650	0.417	0.563
1892	沒信心	3.363	5.189	0.387	0.486
1893	沒有信心	3.143	5.429	0.226	0.416
1894	沒勇氣	3.478	5.400	0.452	0.49
1895	沒有勇氣	3.667	4.944	0.527	0.831
1896	不帥	3.986	4.786	0.217	0.525
1897	不是	3.688	4.971	0.44	0.07
1898	不相信	3.556	5.750	0.437	0.612
1899	不能相信	3.200	5.775	0.316	0.338
1900	不能苦	5.120	5.150	0.343	0.753
1901	沒有重大	5.143	4.583	0.44	0.731
1902	不值得	3.444	5.722	0.55	0.533
1903	不值錢	3.688	5.333	0.496	0.782
1904	不能原諒	3.000	5.800	0.267	0.4
1905	不能容忍	2.986	6.600	0.304	0.414
1906	不差	5.500	4.571	0.612	0.562
1907	沒差	4.625	4.000	0.331	0.559
1908	沒有差	5.056	4.111	0.437	0.774
1909	沒效率	3.800	4.511	0.611	0.409
1910	不高興	3.000	6.417	0.0	0.731
1911	不能強迫	4.778	5.500	0.671	0.707
1912	不能得罪	4.714	5.875	0.589	0.82
1913	不能控制	4.929	5.643	0.863	0.44
1914	沒救	2.688	6.278	0.428	0.583
1915	沒殺	5.200	5.500	0.678	1.0
1916	不爽	3.063	7.175	0.165	0.205
1917	沒爽	3.875	5.750	0.415	0.382
1918	不累	5.356	4.375	0.514	0.494
1919	不喜歡	3.033	5.788	0.481	0.605
1920	沒有喜歡	4.050	5.167	0.855	0.639
1921	不能亂	4.833	5.083	0.256	0.837
1922	不幹	4.500	6.200	0.5	0.98
1923	不想	3.967	3.856	0.766	0.782
1924	不能想	4.375	5.286	0.545	0.364
1925	沒想	4.638	3.638	0.412	0.412
1926	沒有想	4.644	3.400	0.46	0.462
1927	不愛	3.000	5.067	0.0	0.249
1928	沒有感情	3.500	4.875	0.745	0.599
1929	沒有禁止	5.250	4.625	0.354	0.65
1930	沒經歷	4.667	4.125	0.471	0.599
1931	沒罪	5.500	4.625	0.471	0.524
1932	不能解決	3.522	4.522	0.408	0.498
1933	沒解決	3.556	4.813	0.437	0.496
1934	沒有解決	3.650	5.214	0.45	0.525
1935	沒有遇到	4.929	4.500	0.175	0.577
1936	沒遇到	4.250	3.778	0.844	0.671
1937	沒違法	5.167	4.263	0.236	0.841
1938	沒有違法	5.256	5.286	0.624	0.7
1939	沒對	3.417	4.571	0.449	0.446
1940	不對	3.500	5.444	0.408	0.797
1941	沒有對	4.333	4.725	0.672	0.421
1942	不滿意	2.813	5.688	0.242	0.609
1943	沒認真	3.950	4.500	0.723	0.463
1944	沒有認真	3.550	5.056	0.472	0.797
1945	不能輕忽	4.938	5.688	0.768	0.556
1946	不確定	4.510	4.678	0.388	0.48
1947	不能確定	4.678	4.367	0.421	0.812
1948	沒確定	4.186	4.922	0.242	0.394
1949	沒有確定	4.389	4.875	0.515	0.484
1950	不能窮	5.083	5.500	0.344	0.707
1951	沒有衝突	6.063	5.300	0.682	0.748
1952	不能質疑	5.500	5.571	1.049	0.678
1953	不適合	4.056	4.288	0.55	0.451
1954	不擔心	5.857	4.688	0.515	0.556
1955	沒興趣	4.267	4.238	0.668	1.107
1956	沒有興趣	3.778	3.929	0.416	0.821
1957	不輸	6.000	4.875	0.829	0.65
1958	不能輸	5.533	5.811	0.452	0.468
1959	沒輸	5.538	4.833	0.444	0.624
1960	沒有輸	5.667	4.944	0.408	0.643
1961	沒有錯	5.889	5.389	0.698	0.698
1962	沒錯	5.650	5.125	0.421	0.263
1963	不能隨便	5.200	5.422	0.245	0.437
1964	沒壓力	6.500	4.143	0.745	0.99
1965	沒有壓力	5.538	4.600	0.409	0.847
1966	沒幫助	3.500	5.167	0.471	0.624
1967	沒有幫助	3.425	5.333	0.561	0.377
1968	不願	3.971	5.125	0.07	0.545
1969	不願意	3.313	5.750	0.556	0.612
1970	不騙	5.944	4.875	0.685	0.599
1971	沒騙	6.250	5.286	0.433	0.452
1972	不贏	3.643	5.100	0.58	0.755
1973	沒贏	4.375	5.043	0.484	0.531
1974	沒比較了不起	4.260	5.111	0.849	0.698
1975	沒有太了不起	4.814	5.500	0.603	0.577
1976	沒有比較了不起	4.583	5.978	0.449	0.567
1977	沒有特別了不起	4.775	5.500	0.657	0.412
1978	不能怪小偷	4.500	5.500	0.316	0.632
1979	不完全支持	4.611	4.556	0.614	0.724
1980	不特別支持	4.286	3.944	0.647	0.55
1981	沒有完全支持	4.429	4.389	0.416	0.614
1982	沒有特別支持	4.813	4.083	0.658	0.344
1983	沒特別支持	4.780	4.250	0.533	0.661
1984	不特別出色	4.563	4.500	0.634	0.333
1985	沒有非常出色	4.438	4.429	0.682	0.678
1986	沒特別出色	4.825	4.613	0.494	0.549
1987	沒有最可怕	3.657	6.163	0.437	0.648
1988	不好打	4.500	5.875	0.408	0.893
1989	沒有很正	4.167	4.800	0.236	0.872
1990	沒很正	4.200	4.357	0.224	0.512
1991	沒特別正	4.189	4.163	0.91	0.765
1992	不能太用力	4.756	5.225	0.409	0.968
1993	沒有最白癡	2.667	6.250	0.745	0.791
1994	沒好丟臉	4.000	5.050	0.5	0.087
1995	沒有太多餘	5.063	4.050	0.39	0.723
1996	不太好	4.000	4.625	0.25	0.545
1997	不更好	4.750	5.750	0.829	0.804
1998	不特別好	4.238	5.225	0.474	0.487
1999	不能太好	4.150	5.125	0.328	0.836
2000	不能更好	6.929	6.357	0.904	0.58
2001	不能很好	4.350	4.633	0.574	0.734
2002	沒太好	4.150	4.525	0.925	0.526
2003	沒比較好	4.063	4.875	0.3	0.65
2004	沒有太好	3.938	5.500	0.3	0.5
2005	沒有比較好	3.750	4.786	0.354	0.749
2006	沒有完全好	4.613	4.225	0.42	0.393
2007	沒有更好	4.700	5.363	0.616	0.543
2008	沒有非常好	3.922	4.725	0.6	0.424
2009	沒有很好	4.063	4.571	0.3	0.623
2010	沒有特別好	4.129	5.038	0.205	0.579
2011	沒有較好	3.856	4.260	0.587	0.943
2012	沒完全好	4.086	4.400	0.348	0.524
2013	沒更好	4.688	5.125	0.556	0.893
2014	沒很好	3.563	5.278	0.464	0.478
2015	沒特別好	4.525	4.538	0.529	0.545
2016	沒較好	4.033	4.725	0.075	0.466
2017	沒有很好笑	4.214	5.056	0.364	0.724
2018	沒很好笑	4.322	4.167	0.461	0.577
2019	沒比較安全	3.750	5.222	0.25	0.671
2020	沒有比較安全	3.888	4.550	0.672	0.529
2021	沒有最安全	4.722	4.688	0.885	0.899
2022	沒有完全成功	4.500	5.278	0.577	0.533
2023	沒完全成功	4.700	5.400	0.884	0.755
2024	沒有更有力	4.750	4.714	0.707	0.525
2025	沒有很有錢	4.000	4.500	0.25	0.378
2026	沒很有錢	4.250	4.625	0.354	0.415
2027	不能太自由	4.429	5.643	0.562	0.639
2028	沒有太自由	4.029	5.389	0.07	0.612
2029	沒有更自由	3.750	5.929	0.829	0.821
2030	不很冷	4.743	4.167	0.545	0.373
2031	沒有很冷	4.611	3.938	0.614	0.726
2032	沒很冷	5.189	4.167	0.524	0.411
2033	不能完全否認	4.813	5.250	0.658	0.559
2034	沒有最完美	5.163	4.725	0.367	0.466
2035	沒有更完善	4.475	4.686	0.409	0.439
2036	沒比較快樂	4.063	5.056	0.3	0.831
2037	沒有比較快樂	4.125	5.143	0.599	0.789
2038	沒有完全把握	3.722	5.571	0.583	0.776
2039	沒完全把握	4.611	4.611	0.614	0.906
2040	不完全改善	4.313	4.778	0.348	0.916
2041	沒完全決定	4.800	4.800	0.26	0.748
2042	沒有更佳	4.257	4.786	0.41	0.364
2043	不很奇怪	5.071	5.500	0.678	1.09
2044	沒好奇怪	4.825	4.700	0.303	0.872
2045	沒有最奇怪	4.550	4.900	0.456	0.574
2046	不很怪	4.643	4.000	0.58	0.289
2047	不能完全怪	4.188	4.250	0.242	0.5
2048	沒有好怪	5.300	4.700	0.4	0.4
2049	不完全信任	3.975	4.675	0.622	0.538
2050	不能完全信任	3.689	5.889	0.854	0.774
2051	沒比較帥	4.467	4.450	0.525	1.093
2052	沒有比較帥	4.189	4.363	0.697	0.543
2053	沒有很帥	4.189	4.300	0.404	0.428
2054	沒有特別帥	5.313	4.500	0.496	0.527
2055	沒很帥	4.350	4.622	0.477	0.514
2056	沒特別帥	4.813	4.722	0.609	0.583
2057	不特別挑剔	5.222	5.057	0.583	0.14
2058	不好炫耀	4.286	5.025	0.525	0.71
2059	不完全相信	4.278	5.167	0.749	0.782
2060	不能太相信	4.150	5.133	0.768	0.706
2061	不能完全相信	4.167	5.333	0.624	0.687
2062	沒有更值得	4.133	5.586	0.394	0.479
2063	沒有完全原諒	4.000	4.625	0.943	0.484
2064	不很差	4.500	4.611	0.5	0.657
2065	不能太差	3.900	5.657	0.733	0.437
2066	沒太差	4.778	3.938	0.583	0.3
2067	沒比較差	5.200	4.567	0.794	0.437
2068	沒有太差	4.922	4.000	0.675	0.707
2069	沒有比較差	5.178	4.788	0.707	0.341
2070	沒有更差	4.286	4.813	0.525	0.864
2071	沒有非常差	4.488	4.156	0.262	0.751
2072	沒有很差	4.688	4.000	0.428	0.75
2073	沒有特別差	4.667	4.222	0.577	0.416
2074	沒有最差	4.417	4.500	0.449	0.408
2075	沒很差	4.563	3.929	0.3	0.728
2076	沒特別差	4.750	4.286	0.612	0.452
2077	沒比較弱	5.000	5.300	0.707	0.748
2078	沒有比較弱	5.438	4.650	0.536	0.676
2079	不能完全消滅	3.963	5.100	0.731	0.73
2080	沒有完全消滅	4.083	5.167	0.186	0.408
2081	不完全真實	4.444	4.357	0.55	0.44
2082	沒有非常討厭	4.167	5.500	0.527	0.559
2083	不很高興	4.000	5.710	0.775	0.893
2084	沒特別高興	5.088	5.000	0.528	0.408
2085	沒有比較偉大	3.944	5.433	0.691	0.727
2086	不能太強	5.071	4.938	0.319	0.3
2087	不能很強	4.000	6.000	0.667	0.0
2088	沒比較強	4.533	4.533	0.55	0.481
2089	沒有太強	4.778	4.778	0.629	0.583
2090	沒有比較強	4.300	4.411	0.406	0.593
2091	沒有更強	4.770	5.456	0.87	0.636
2092	沒有非常強	4.786	4.944	0.525	0.724
2093	沒有很強	3.856	5.113	0.707	0.643
2094	沒有特別強	4.600	4.278	0.397	0.853
2095	沒有最強	4.571	4.844	0.495	0.826
2096	沒非常強	4.250	4.875	0.791	0.217
2097	沒特別強	4.757	4.711	0.565	0.543
2098	沒最強	4.700	5.250	0.63	0.444
2099	沒有太強烈	4.889	5.457	0.208	0.475
2100	沒有非常強烈	5.111	5.600	0.614	0.583
2101	沒有特別情緒	4.956	3.440	0.126	0.543
2102	不好控制	3.633	5.550	0.452	0.456
2103	不能完全控制	4.063	5.722	0.583	0.749
2104	不太清楚	4.367	3.890	0.476	0.808
2105	不完全清楚	4.125	4.200	0.217	0.245
2106	不很清楚	3.688	4.000	0.428	0.782
2107	沒有太清楚	4.289	3.589	0.26	0.647
2108	沒有非常清楚	4.267	4.713	0.389	0.603
2109	沒有很清楚	4.222	4.250	0.629	0.935
2110	沒很清楚	4.157	3.833	0.25	0.707
2111	沒比較爽	4.286	5.167	0.364	0.373
2112	沒有比較爽	4.538	5.350	0.485	0.507
2113	沒有很爽	4.414	4.933	0.416	0.604
2114	沒有最爽	5.429	6.500	0.416	0.5
2115	沒很爽	4.644	5.100	0.641	0.831
2116	不太理想	4.043	4.843	0.354	0.25
2117	不很理想	3.643	4.729	0.44	0.547
2118	不能太粗魯	4.413	5.138	0.66	0.873
2119	不能太貪心	4.756	5.056	0.442	0.369
2120	沒特別喜愛	4.511	4.150	0.726	0.843
2121	不太喜歡	3.778	5.000	0.583	0.5
2122	不很喜歡	4.425	5.714	0.492	0.61
2123	不特別喜歡	4.071	5.333	0.863	0.667
2124	沒有很喜歡	4.313	5.000	0.609	0.661
2125	沒有特別喜歡	4.786	4.556	0.364	0.55
2126	沒很喜歡	4.750	4.778	0.661	0.786
2127	沒特別喜歡	4.744	4.489	0.596	0.569
2128	不能太寒酸	4.263	4.838	0.789	0.685
2129	沒有完全悲觀	5.067	4.513	0.854	0.542
2130	不太舒服	3.510	4.200	0.448	0.954
2131	不很舒服	3.722	5.313	0.583	0.788
2132	沒比較舒服	4.389	3.675	0.689	0.663
2133	沒有比較舒服	4.056	4.583	0.643	0.534
2134	不太想	3.813	4.167	0.348	0.624
2135	不好想	4.313	3.750	0.496	0.829
2136	不很想	4.100	3.333	0.2	0.471
2137	不特別想	4.533	3.486	0.481	0.464
2138	不能老想	4.771	4.088	0.219	0.951
2139	不能還想	4.700	4.500	0.4	0.408
2140	沒有非常想	4.667	5.250	0.624	0.692
2141	沒有很想	4.678	3.571	0.418	0.696
2142	沒有特別想	4.778	3.700	0.629	0.6
2143	沒有還想	4.500	4.444	0.463	1.066
2144	沒很想	4.529	3.867	0.48	0.298
2145	沒特別想	4.590	4.138	0.421	0.763
2146	不太愛	3.571	5.500	0.495	0.707
2147	不很愛	3.983	4.700	0.797	0.526
2148	不特別愛	3.944	4.929	0.685	0.562
2149	沒有非常愛	5.420	5.529	0.739	0.577
2150	沒有很愛	4.375	4.500	0.415	0.5
2151	沒有特別愛	6.143	4.688	0.693	0.658
2152	沒很愛	3.917	5.250	0.186	0.901
2153	沒特別愛	4.533	4.671	0.71	0.602
2154	不能完全禁止	4.143	5.389	0.789	0.936
2155	沒有完全禁止	4.333	5.000	0.408	0.707
2156	不能完全解決	4.250	4.950	0.354	0.82
2157	沒有完全解決	4.375	5.250	0.415	0.854
2158	沒完全解決	4.375	5.056	0.545	0.55
2159	不能太誠實	4.825	4.588	0.449	0.605
2160	沒有完全誠實	3.625	4.722	0.484	0.629
2161	沒有好遊戲	4.383	4.250	0.41	0.382
2162	不好鼓勵	4.583	4.688	0.449	0.556
2163	不太對	4.189	5.000	0.273	0.408
2164	不完全對	4.056	4.683	0.921	0.549
2165	沒有完全對	4.833	4.688	0.408	0.496
2166	沒有特別對	4.657	4.225	0.604	0.821
2167	不更慘	4.200	5.200	0.748	0.748
2168	沒比較慘	4.171	4.411	0.767	0.401
2169	沒有太慘	3.938	4.375	0.3	0.415
2170	沒有比較慘	3.500	4.722	0.463	0.533
2171	沒有好慘	3.700	5.075	1.034	0.719
2172	沒有更慘	3.933	4.256	0.78	0.768
2173	沒有最慘	3.050	5.043	0.684	0.57
2174	沒更慘	3.556	5.275	0.55	0.792
2175	沒最慘	3.943	4.775	0.484	0.452
2176	沒比較慢	5.071	3.833	0.175	0.898
2177	沒有比較慢	5.500	3.600	0.471	0.943
2178	不太滿意	3.663	5.450	0.415	0.563
2179	不完全滿意	4.525	4.938	0.585	0.634
2180	不很滿意	3.433	5.763	0.437	0.587
2181	沒有非常滿意	4.278	5.667	0.786	0.624
2182	沒有很滿意	3.871	5.167	0.707	0.39
2183	不特別漂亮	4.650	5.571	0.667	0.495
2184	沒有更漂亮	5.267	5.688	0.489	0.556
2185	沒有非常漂亮	4.430	5.263	0.992	0.559
2186	沒有很漂亮	4.450	4.500	0.48	0.608
2187	沒很漂亮	4.429	4.875	0.623	0.781
2188	沒太認真	4.125	4.125	0.415	0.82
2189	沒有太認真	4.667	4.729	0.613	0.365
2190	沒有很認真	4.280	4.633	1.055	0.522
2191	沒很認真	4.450	4.550	0.51	0.507
2192	沒比較輕鬆	4.188	3.714	0.242	0.525
2193	沒有比較輕鬆	4.143	3.813	0.226	0.864
2194	沒有最噁心	3.329	6.460	0.69	0.571
2195	不能太樂觀	3.750	5.778	0.612	0.478
2196	不太確定	4.460	4.578	0.418	0.819
2197	不很確定	4.656	4.763	0.501	0.495
2198	不能完全確定	4.740	5.067	0.607	0.673
2199	不能很確定	4.778	4.500	0.533	0.433
2200	沒完全確定	4.944	4.700	0.556	0.648
2201	沒有最賤	2.733	6.750	0.616	0.433
2202	不太適合	4.083	4.250	0.344	0.25
2203	不完全適合	4.288	3.622	0.392	0.457
2204	不很適合	3.813	4.625	0.242	0.545
2205	不能太操	3.767	5.667	0.373	0.745
2206	沒很操	4.300	5.983	1.092	0.518
2207	沒有太積極	4.420	4.611	0.453	0.787
2208	沒有更積極	4.611	5.900	0.728	0.791
2209	沒有太興奮	5.389	5.056	0.698	0.598
2210	沒有非常興奮	5.100	4.650	0.508	0.676
2211	不能太隨便	4.729	5.814	0.357	0.638
2212	沒比較優	4.256	5.000	0.523	0.673
2213	沒有比較優	4.556	5.000	0.55	0.624
2214	沒有比較優惠	4.200	4.563	0.26	0.591
2215	沒有更優惠	4.722	5.833	0.711	0.471
2216	沒有特別優惠	4.571	5.000	0.495	0.267
2217	沒特別優惠	4.125	4.833	0.415	0.471
2218	不能太糟	4.083	5.444	0.534	0.797
2219	沒有更糟	4.167	5.000	0.236	0.866
2220	沒有太糟糕	4.575	4.688	0.676	0.556
2221	沒有更糟糕	4.250	4.929	0.382	0.319
2222	不特別聰明	5.000	4.286	0.667	0.364
2223	不能太聰明	4.917	5.750	0.886	0.25
2224	沒比較聰明	4.000	4.286	0.75	0.364
2225	沒有比較聰明	4.563	4.357	0.464	0.693
2226	沒有特別聰明	5.100	3.933	0.691	0.655
2227	沒有最醜	4.929	4.375	0.562	0.65
2228	不能太醜	4.167	5.000	0.527	0.75
2229	不特別關心	4.125	4.575	0.217	0.593
2230	沒特別關心	4.688	4.500	0.609	0.447
2231	沒有最難吃	3.650	4.917	0.384	0.717
2232	沒有太難過	4.478	4.675	0.413	0.538
2233	不好騙	4.683	5.363	0.72	0.524
2234	沒太嚴重	4.938	5.250	0.808	0.661
2235	沒有太嚴重	4.314	5.571	0.567	0.495
2236	沒有更嚴重	4.540	6.525	0.408	0.728
2237	沒有很嚴重	4.667	5.278	0.782	0.629
2238	沒更嚴重	4.444	5.375	0.797	0.74
2239	沒很嚴重	4.613	5.038	0.488	0.714
2240	沒特別嚴重	4.167	5.688	0.408	0.428
2241	不能太爛	4.071	5.444	0.175	1.039
2242	沒比較爛	4.714	5.063	0.749	0.682
2243	沒有非常爛	4.000	4.875	0.289	0.65
2244	沒有很爛	4.188	4.786	0.348	0.452
2245	沒有最爛	4.144	4.850	0.483	0.555
2246	沒很爛	4.643	4.878	0.693	0.766
2247	沒有最蠢	3.214	5.200	0.839	0.469
2248	沒太驚訝	4.963	5.975	0.07	0.438
2249	沒有太驚訝	4.878	5.713	0.371	0.571
