No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
4274	耗電	3.500	3.800	1.095	0.894
4275	費電	3.500	3.800	1.095	0.894
4276	耗時	3.500	3.800	1.095	0.894
4277	費時	3.500	3.800	1.095	0.894
4278	過短	3.100	4.000	1.095	0.894
4279	實惠	7.000	4.700	1.095	0.894
4280	精打細算	7.100	4.100	1.095	0.894
4281	前所未有	6.400	6.700	1.095	0.894
4282	前所未見	6.400	6.700	1.095	0.894
4283	輕薄短小	6.700	4.000	1.095	0.894
4284	寬裕	7.300	4.100	1.095	0.894
4285	一目了然	6.900	2.800	1.517	1.483
4286	一目瞭然	6.900	2.800	1.517	1.483
4287	七零八落	2.800	3.600	0.908	0.822
4288	十全十美	8.400	6.900	0.822	1.432
4289	上鏡頭	6.700	5.400	1.605	1.817
4290	大功告成	8.000	7.000	1.0	1.458
4291	大失所望	2.000	7.200	1.0	0.671
4292	小心翼翼	5.700	5.900	1.095	1.517
4293	小康	5.700	4.000	0.837	1.0
4294	不合	3.000	6.700	0.707	0.908
4295	不妙	3.200	6.800	0.671	1.525
4296	中上	6.800	5.000	0.837	1.458
4297	中獎	8.500	8.900	0.612	0.224
4298	井井有條	7.000	4.200	1.458	1.304
4299	六神無主	3.400	2.400	0.742	1.14
4300	凶狠	2.200	8.200	1.095	0.908
4301	凶惡	2.400	8.000	0.894	1.0
4302	分岔	4.400	3.900	0.418	1.025
4303	弔詭	3.300	4.000	0.57	1.225
4304	心不甘情不願	2.900	5.900	0.894	1.746
4305	手癢	4.200	6.600	1.525	0.962
4306	扎實	7.800	3.300	1.151	1.483
4307	火大	2.200	8.700	0.758	0.671
4308	火紅	7.400	7.500	0.418	1.414
4309	令人髮指	1.900	8.200	1.245	0.908
4310	凹凸不平	4.100	5.400	0.822	1.71
4311	出頭	6.000	6.300	0.866	1.151
4312	功不可沒	7.900	4.600	1.14	0.894
4313	包羅萬象	7.400	4.200	0.962	1.643
4314	半途而廢	3.300	3.300	0.975	0.447
4315	叫好	7.400	7.600	1.194	0.418
4316	可圈可點	7.900	6.000	1.245	1.061
4317	四平八穩	6.000	2.800	0.791	1.681
4318	外強中乾	3.200	4.500	1.037	0.5
4319	失火	2.200	8.500	0.837	0.866
4320	失靈	3.300	7.300	0.447	1.396
4321	平凡	4.800	2.200	0.447	1.643
4322	平凡無奇	4.800	2.200	0.447	1.643
4323	正點	7.000	6.800	1.0	1.483
4324	甘醇	6.700	4.200	1.151	1.44
4325	生硬	4.000	3.600	0.612	0.822
4326	用心	7.400	4.500	0.962	1.323
4327	白搭	3.500	3.800	1.0	1.483
4328	丟失	3.000	5.600	1.173	1.084
4329	兇狠	2.200	8.200	1.095	0.908
4330	兇惡	2.400	8.000	0.894	1.0
4331	先聲奪人	4.600	5.600	0.822	0.962
4332	光明正大	7.000	5.000	1.275	1.369
4333	全力以赴	7.700	6.900	1.255	1.597
4334	划不來	3.900	2.900	0.548	1.245
4335	吃香	6.700	5.200	0.908	1.44
4336	各有千秋	6.400	4.500	1.14	1.323
4337	合用	5.700	4.000	0.758	0.707
4338	名副其實	6.800	5.000	0.908	1.458
4339	名符其實	6.800	5.000	0.908	1.458
4340	回天乏術	1.600	6.600	0.822	0.822
4341	多不勝數	6.200	5.000	0.837	0.935
4342	好聽	7.300	6.800	1.151	0.57
4343	如火如荼	5.900	7.300	0.894	1.483
4344	尖嘴猴腮	2.400	3.500	0.962	1.225
4345	屹立不搖	7.700	3.500	0.758	1.871
4346	年久失修	3.400	2.900	0.548	1.084
4347	忙碌	5.300	7.200	0.671	1.304
4348	成名	7.400	6.900	1.084	1.245
4349	收斂	4.900	3.000	0.418	0.791
4350	有一手	6.200	4.800	0.57	1.037
4351	死板	3.500	3.600	1.0	0.894
4352	死板板	3.500	3.600	1.0	0.894
4353	汗流浹背	4.700	6.500	0.447	1.118
4354	汙濁	3.200	3.600	1.151	1.194
4355	灰濛濛	3.700	3.100	1.037	1.597
4356	百思不得其解	3.100	5.000	0.962	1.173
4357	老舊	3.800	3.200	0.758	1.304
4358	耳目一新	6.700	6.300	0.908	1.565
4359	自給自足	7.400	4.300	1.084	1.304
4360	血淋淋	2.400	7.600	0.822	1.14
4361	行不通	3.300	4.100	1.204	1.387
4362	吵雜	3.500	7.600	0.707	1.294
4363	呆滯	3.400	1.800	1.14	0.837
4364	告一段落	5.800	3.900	0.758	0.894
4365	困惱	2.800	6.200	0.837	0.758
4366	坑坑洞洞	3.700	5.500	0.758	1.581
4367	完封	8.200	7.500	1.037	1.225
4368	技壓群雄	8.400	8.100	0.652	0.894
4369	抓狂	2.000	8.700	1.0	0.447
4370	更勝一籌	7.300	6.400	0.975	1.294
4371	沈悶	3.300	2.200	0.671	1.037
4372	沉悶	3.300	2.200	0.671	1.037
4373	沒骨氣	2.900	3.600	1.025	0.418
4374	沙啞	4.500	3.600	0.5	1.517
4375	灼熱	3.700	7.600	1.44	1.14
4376	狂爆	3.600	8.300	1.636	1.095
4377	秀氣	6.800	3.700	0.57	1.525
4378	良莠不齊	3.700	5.300	0.447	1.151
4379	見效	6.500	5.800	0.935	1.44
4380	走火	2.600	7.500	0.652	1.225
4381	身歷其境	6.100	6.100	1.673	0.962
4382	邪不勝正	7.700	5.600	1.396	0.652
4383	並駕齊驅	7.900	6.400	1.14	1.387
4384	乖乖	6.300	3.100	0.908	1.342
4385	事半功倍	7.300	5.800	0.671	1.095
4386	來勢洶洶	5.500	7.400	0.5	0.822
4387	兩全其美	7.500	4.500	1.118	1.275
4388	其貌不揚	3.000	3.700	1.118	0.57
4389	刺耳	2.600	6.900	1.084	1.245
4390	受潮	3.600	3.300	1.084	1.204
4391	周延	7.200	4.400	1.151	0.548
4392	和樂	6.800	4.900	0.758	1.025
4393	奄奄一息	2.600	3.100	1.084	1.636
4394	奇貨可居	7.200	5.800	1.151	1.525
4395	始料未及	3.600	6.000	0.962	0.866
4396	紮實	7.800	3.300	1.151	1.483
4397	冷靜下來	5.200	4.400	0.4	2.245
4398	快快活活	6.400	5.200	0.49	1.327
4399	沈迷	3.000	5.200	0.0	1.47
4400	沈默不語	4.700	2.200	0.4	1.47
4401	沉寂	3.800	2.300	0.927	0.872
4402	生銹	3.400	2.800	1.14	1.304
4403	心生畏懼	3.300	5.300	0.748	1.47
4404	平平靜靜	6.400	2.400	1.02	1.497
4405	平平淡淡	4.800	2.100	0.274	1.14
4406	叱責	2.600	6.300	0.374	1.03
4407	可怖	3.400	6.800	0.49	0.4
4408	沒法	4.200	4.400	0.678	1.744
4409	沒法子	4.200	4.400	0.678	1.744
4410	沒法兒	4.200	4.400	0.678	1.744
4411	刺耳聲	2.600	6.900	1.084	1.245
4412	柔柔順順	5.800	3.200	0.4	1.166
4413	冒充者	3.100	4.400	0.917	1.655
4414	背叛者	2.000	8.000	0.632	0.894
4415	自卑感	2.600	3.800	0.8	1.47
4416	妨礙者	3.200	5.800	0.748	1.166
4417	走好運	7.000	5.800	0.632	1.327
4418	逃掉	3.200	5.400	0.812	1.068
4419	率直地	6.000	3.600	0.632	0.735
4420	羞怯怯	3.600	4.400	0.49	1.744
4421	陰沈	3.200	3.400	0.4	1.02
4422	陰沈沈	3.200	3.400	0.4	1.02
4423	悶悶	3.800	4.000	0.4	1.265
4424	悶著	3.800	4.000	0.4	1.265
4425	欺侮	3.300	6.500	0.4	0.775
4426	詐欺	2.600	7.000	0.8	1.095
4427	欺詐	2.600	7.000	0.8	1.095
4428	減縮	4.000	4.200	0.63	1.17
4429	無能力	3.000	6.000	0.632	0.894
4430	沒能力	3.000	6.000	0.632	0.894
4431	無理性	2.600	6.800	1.02	1.166
4432	沒理性	2.600	6.800	1.02	1.166
4433	無趣味	3.400	5.200	0.8	0.98
4434	沒趣味	3.400	5.200	0.8	0.98
4435	沒趣	3.400	5.200	0.8	0.98
4436	筋疲力盡	3.000	5.200	0.894	1.939
4437	筋疲力竭	3.000	5.400	0.894	1.96
4438	結結巴巴	4.000	4.600	0.0	1.356
4439	費解	3.600	4.300	0.894	1.204
4440	不雅觀	3.200	4.400	0.447	0.894
4441	歎息	3.400	3.800	1.02	1.166
4442	歎氣	3.200	4.000	0.748	1.265
4443	熱切於	6.200	6.400	0.748	0.49
4444	熱誠地	6.600	5.200	0.49	1.83
4445	惹人厭	1.400	7.500	0.548	1.225
4446	慌慌張張	2.600	7.400	0.548	1.194
4447	煩燥	3.200	7.600	0.4	1.2
4448	違悖	3.000	4.800	0.632	1.47
4449	嘈雜	3.500	7.600	0.707	1.294
4450	嘈雜聲	3.500	7.600	0.707	1.294
4451	吵雜聲	3.500	7.600	0.707	1.294
4452	嘮嘮叨叨	3.800	5.800	0.4	1.47
4453	憐憫心	5.800	5.000	1.166	1.414
4454	熱心腸	6.400	5.200	0.49	1.47
4455	噪聲	3.600	5.000	0.49	1.1
4456	謙遜地	6.400	3.500	0.86	0.775
4457	還可以	6.000	5.100	0.0	0.781
4458	可信賴	7.200	5.400	0.4	1.497
4459	可信任	7.800	5.800	0.748	1.47
4460	打退	5.500	6.900	1.265	0.663
4461	斥罵	2.600	6.300	0.374	1.03
4462	叱罵	2.600	6.300	0.374	1.03
4463	安靜下來	5.600	2.400	0.8	1.497
4464	死氣沉沉	3.000	5.800	0.632	1.72
4465	死氣沈沈	3.000	5.800	0.632	1.72
4466	埋怨	2.800	6.600	0.4	0.49
4467	討人嫌	1.400	7.500	0.548	1.225
4468	顧人怨	1.400	7.500	0.548	1.225
4469	惹人嫌	1.400	7.500	0.548	1.225
4470	假扮	3.800	4.400	0.4	1.02
4471	做假	3.400	5.300	0.49	0.872
4472	做秀	3.800	4.200	0.4	1.47
4473	得罪人	3.200	5.600	0.4	1.356
4474	淒慘	1.700	6.100	0.447	1.245
4475	謊話	2.800	4.200	0.98	1.86
4476	蠢蛋	3.000	5.600	0.0	1.02
4477	蠢人	3.400	5.400	0.49	1.356
4478	失業者	3.000	4.000	0.63	0.89
4479	窘況	3.600	4.400	0.49	1.02
4480	潛心於	5.400	2.800	0.49	1.166
4481	低沈	4.600	3.400	0.49	1.855
4482	昏沈	3.200	3.400	0.4	1.855
4483	昏昏沈沈	3.200	3.400	0.4	1.855
4484	昏昏沉沉	3.200	3.400	0.4	1.855
4485	嚴重的	3.200	7.000	0.98	0.632
4486	了解	5.600	3.600	0.49	1.02
4487	嚇到	3.600	6.800	0.49	0.748
4488	介意	4.100	4.500	0.548	1.0
4489	自危	3.000	5.000	0.612	1.225
4490	密告	3.300	3.700	0.908	1.204
4491	無病呻吟	3.900	4.900	0.418	0.894
4492	耍脾氣	3.800	6.700	0.837	1.095
4493	氣呼呼	2.800	7.700	0.57	0.975
4494	污物	2.000	3.600	0.612	1.342
4495	偽君子	2.300	4.300	0.975	1.396
4496	亂丟	3.400	4.200	0.548	1.304
4497	狗嘴裡吐不出象牙	2.900	5.200	0.652	0.837
4498	狗嘴吐不出象牙	2.900	5.200	0.652	0.837
4499	混日子	3.700	3.000	0.447	1.0
4500	不置可否	4.300	3.100	0.671	1.294
4501	出氣	3.500	6.600	0.707	0.548
4502	有心人	3.900	2.400	0.742	1.387
4503	凌遲	2.500	7.000	0.791	1.414
4504	內訌	3.100	6.200	1.025	1.483
4505	扭歪	3.700	4.000	1.095	1.369
4506	望塵莫及	4.000	5.300	0.935	1.095
4507	搞亂	3.300	5.000	0.837	1.581
4508	畜生	1.700	8.300	0.274	0.447
4509	袖手旁觀	3.500	3.500	1.0	1.414
4510	猛吃	4.500	6.200	0.5	1.483
4511	悻悻然	3.900	4.500	0.742	1.225
4512	無可奈何	3.900	3.700	0.548	1.204
4513	自掃門前雪	3.200	4.400	0.837	1.557
4514	圍城	3.300	4.600	0.671	1.517
4515	離鄉背井	3.800	5.100	0.837	1.025
4516	有口無心	4.100	3.500	0.742	1.414
4517	錯覺	4.600	2.400	0.548	0.894
4518	呆板	4.000	3.100	0.791	1.342
4519	發昏	3.700	3.600	0.671	1.636
4520	故態復萌	3.400	4.300	0.822	1.483
4521	尋仇	2.900	7.600	0.742	0.548
4522	不屈服	5.800	7.500	1.095	1.118
4523	欺負弱小	3.100	6.000	0.548	1.173
4524	從中作梗	3.600	4.100	1.084	1.673
4525	脫軌	3.000	5.900	0.707	1.14
4526	困窮	2.300	5.100	0.447	1.342
4527	枯槁	2.800	3.900	0.57	1.025
4528	急忙	3.900	7.900	0.742	1.025
4529	急急忙忙	3.900	7.900	0.742	1.025
4530	無邊無際	4.500	4.600	0.707	1.14
4531	打高空	4.500	3.400	0.5	1.342
4532	陷住	3.800	5.600	0.758	1.475
4533	豬哥	3.200	4.900	0.837	1.557
4534	跛足	3.300	4.200	0.975	1.525
4535	慘烈	3.500	7.400	1.0	0.894
4536	窮途末路	2.500	7.000	1.0	1.173
4537	顛倒是非	2.900	5.900	0.652	0.894
4538	暈眩	3.900	4.000	0.894	1.768
4539	臭臉	3.300	5.800	0.671	0.837
4540	賣國	2.700	5.600	1.095	1.557
4541	善辯	4.900	4.600	1.025	0.548
4542	誤入歧途	2.900	5.400	0.742	1.14
4543	不配	2.800	5.300	0.447	1.304
4544	缺口	3.800	3.600	0.837	1.14
4545	火冒三丈	2.500	8.000	1.118	1.225
4546	吵死	2.300	8.200	0.671	0.57
4547	整頓	4.300	4.300	0.671	1.204
4548	犯賤	2.200	5.400	0.758	1.14
4549	凹下	4.100	3.600	0.742	1.475
4550	阻攔	3.700	4.500	0.975	1.658
4551	醉漢	3.200	6.000	0.758	1.225
4552	跛子	3.500	2.800	1.0	1.304
4553	不合群	2.600	4.500	0.894	1.414
4554	楞住	4.900	2.500	0.224	1.0
4555	不平衡	4.200	3.600	0.447	1.342
4556	醜惡	1.900	4.900	0.894	1.597
4557	憤世嫉俗	2.100	7.700	0.742	0.447
4558	惴惴不安	3.100	7.100	0.742	0.894
4559	變酸	3.700	3.900	0.671	1.245
4560	盡力而為	7.200	4.500	1.095	1.225
4561	蠻幹	3.800	6.100	0.758	1.342
4562	不羈	4.700	4.400	0.447	1.342
4563	危險期	2.800	5.200	1.304	1.304
4564	不孝	2.100	5.800	1.025	1.643
4565	省力	6.400	1.800	1.14	0.837
4566	不可信	3.300	3.800	0.837	1.304
4567	閃人	4.600	3.000	0.894	1.414
4568	包山包海	6.700	3.300	0.837	1.565
4569	互撞	3.600	6.600	1.14	1.14
4570	餓昏	3.600	4.200	1.14	1.304
4571	愁容滿面	2.900	4.200	1.245	1.891
4572	掉隊	3.600	3.200	0.548	1.643
4573	卑下	3.000	3.300	1.0	1.204
4574	迂迴	4.000	2.300	1.225	1.204
4575	不可名狀	6.000	5.600	1.0	1.342
4576	功敗垂成	2.300	5.300	0.975	1.396
4577	破銅爛鐵	2.000	4.600	0.707	1.673
4578	心煩	3.300	6.800	0.837	1.304
4579	滲漏	3.400	4.000	1.14	1.414
4580	心急如焚	3.400	8.400	0.894	0.548
4581	弄混	3.700	3.900	0.975	1.517
4582	弄糟	3.100	4.200	0.742	1.643
4583	弄碎	3.500	4.500	1.118	1.5
4584	不如人意	2.900	4.000	1.14	1.581
4585	要死	2.500	7.000	1.5	1.225
4586	挑撥是非	2.800	5.800	1.037	1.304
4587	天打雷霹	2.100	8.100	1.14	1.342
4588	淒然	2.500	4.500	1.225	1.225
4589	欺瞞	2.600	3.600	1.084	1.517
4590	匪類	2.300	4.800	1.095	1.304
4591	打罵	3.000	5.900	0.935	1.14
4592	愚弄	2.900	4.700	0.894	1.204
4593	孤僻	3.100	2.500	1.025	1.581
4594	污辱	2.500	5.900	0.707	1.245
4595	詭辯	3.400	4.600	0.894	1.294
4596	不可收拾	3.400	5.000	0.894	1.414
4597	不聽話	3.900	4.100	0.548	1.432
4598	黑店	2.700	4.900	1.204	1.432
4599	賣國賊	1.700	7.300	0.671	1.204
4600	卑微	2.700	3.200	1.204	1.304
4601	過不去	3.800	4.200	0.758	1.525
4602	潑婦	2.200	7.300	0.837	1.304
4603	爛仗	2.800	4.900	1.037	1.597
4604	苦差事	3.000	4.300	1.225	1.483
4605	悶住	3.700	3.100	0.975	1.746
4606	漠然	3.900	2.000	1.245	1.414
4607	嗤之以鼻	2.700	4.700	1.204	1.565
4608	當頭棒喝	5.900	7.600	1.342	1.517
4609	匆忙	3.300	5.000	0.837	1.541
4610	匆匆忙忙	3.300	5.000	0.837	1.541
4611	引頸企盼	7.000	5.400	1.225	1.14
4612	強詞奪理	3.000	7.100	0.707	1.14
4613	不名譽	2.600	4.200	0.548	1.643
4614	上鉤	3.700	3.800	1.204	1.643
4615	刪減	3.800	4.000	1.304	1.541
4616	打顫	4.100	3.400	0.742	1.517
4617	慘絕人寰	1.000	8.400	0.0	0.548
4618	炮擊	2.400	7.100	1.14	1.517
4619	唱反調	3.400	5.300	0.548	0.837
4620	猛踢	3.900	6.900	1.14	1.597
4621	欺凌	1.900	6.800	0.742	1.304
4622	沾染	2.800	3.800	0.837	1.643
4623	告密	2.600	4.000	0.894	1.414
4624	漠不關心	2.400	2.400	1.342	1.517
4625	漏球	3.200	3.900	1.151	1.432
4626	太閒	4.600	1.600	0.548	0.894
4627	作弄	3.800	3.600	0.837	1.342
4628	流離失所	2.600	5.000	0.894	1.225
4629	罵人	2.800	6.500	0.837	0.707
4630	受驚	3.800	6.000	1.304	1.0
4631	聲名狼藉	1.800	4.600	0.837	1.342
4632	醜男	2.000	4.200	0.707	1.643
4633	醜女	2.000	4.200	0.707	1.643
4634	老謀深算	5.800	1.800	1.095	0.837
4635	鬧彆扭	3.800	5.000	0.447	1.458
4636	催吐	4.300	5.900	0.671	1.673
4637	食古不化	3.600	3.500	0.894	1.323
4638	耐震	6.200	1.400	1.304	0.548
4639	狂妄	3.300	4.600	1.095	1.342
4640	喧嚷	3.000	4.900	0.707	1.432
4641	更壞	2.700	3.600	1.204	1.342
4642	污點	2.200	3.700	0.837	1.483
4643	瞎眼	1.600	6.200	0.894	1.304
4644	訓斥	1.600	6.100	0.548	1.432
4645	死狗	1.100	5.400	0.224	0.894
4646	小心眼	2.900	4.200	0.548	1.095
4647	消瘦	5.200	3.600	1.037	1.342
4648	打抱不平	6.200	4.700	1.304	1.643
4649	自吹自擂	4.200	5.100	0.447	1.245
4650	阿諛	3.000	4.200	0.707	1.643
4651	傷風敗俗	1.600	5.100	0.548	1.517
4652	喧囂	3.400	4.200	0.822	1.643
4653	喧囂聲	3.400	4.200	0.822	1.643
4654	害人精	2.200	4.600	0.447	1.517
4655	劫掠	2.400	5.600	1.14	1.517
4656	流放	2.800	5.100	1.095	1.517
4657	靠不住	2.900	4.400	1.025	1.517
4658	有種	6.600	4.000	0.894	1.732
4659	壓破	4.000	4.200	0.707	1.643
4660	輕佻	3.400	3.000	0.548	1.225
4661	心寒	2.800	2.600	1.095	1.342
4662	放寬	6.700	1.600	1.204	0.548
4663	仿冒	3.600	3.600	0.548	1.817
4664	好久	4.400	2.100	0.548	1.025
4665	不平等	2.600	3.400	1.14	1.517
4666	嚇呆	3.200	4.800	1.483	1.483
4667	低水平	2.800	3.600	1.255	1.817
4668	暗地	3.600	2.400	0.894	1.673
4669	瘟疫	2.200	5.100	1.304	1.673
4670	好鬥	3.400	6.200	1.14	1.643
4671	帶衰	1.600	6.200	0.894	1.643
4672	不甩	3.500	3.400	1.323	1.673
4673	隱退	5.000	3.100	0.0	1.517
4674	有仇	2.100	7.000	1.14	1.581
4675	虧空	1.800	6.600	1.304	1.517
4676	冷嘲熱諷	2.200	6.800	1.304	1.304
4677	惱怒	1.600	8.100	0.894	1.245
4678	無賴	2.600	6.000	1.294	1.414
4679	加收	4.100	3.800	1.025	1.643
4680	濫打	3.000	6.400	1.225	1.517
4681	意志消沈	1.400	2.900	0.548	1.245
4682	意志消沉	1.400	2.900	0.548	1.245
4683	妄動	4.200	4.300	1.037	1.396
4684	濃烈	5.400	7.900	0.894	1.025
4685	貶低	2.900	5.200	1.084	1.643
4686	弄死	1.600	8.000	0.894	1.414
4687	冒昧	4.600	2.800	0.652	1.643
4688	婊子	1.400	7.300	0.548	1.396
4689	勞役	3.200	5.200	1.304	1.823
4690	逃之夭夭	3.300	4.300	1.304	1.789
4691	有礙觀瞻	3.300	6.000	0.975	1.871
4692	裝死	3.900	5.300	0.894	1.718
4693	做錯	3.700	5.000	0.671	1.768
4694	做錯事	3.700	5.000	0.671	1.768
4695	杯盤狼藉	3.300	3.800	1.304	1.643
4696	傷痛欲絕	1.200	8.800	0.447	0.447
4697	抖顫	3.500	7.400	0.866	1.817
4698	把關	5.000	3.400	0.0	1.71
4699	喝倒彩	2.400	5.600	1.14	2.104
4700	存心	3.600	3.700	1.14	1.565
4701	悲涼	1.400	3.700	0.548	1.718
4702	口臭	2.800	2.900	1.304	2.074
4703	激憤	2.500	8.600	1.732	0.548
4704	詭計多端	2.800	5.100	1.095	1.949
4705	奸詐	2.000	5.100	1.414	1.597
4706	如釋重負	7.100	2.400	1.342	1.673
4707	濫葬	2.600	3.500	1.14	1.0
4708	可恨	2.200	5.800	1.304	1.924
4709	亂哄哄	3.900	7.100	0.742	1.517
4710	大言不慚	3.700	3.800	1.396	1.681
4711	賣弄	4.200	4.000	0.274	1.369
4712	滾蛋	1.600	8.400	0.894	0.894
4713	人渣	1.000	8.600	0.0	0.894
4714	鬼子	1.900	6.600	1.245	1.817
4715	砍頭	1.600	7.200	0.894	1.789
4716	不好過	2.600	4.900	1.14	1.517
4717	驚叫	3.200	8.600	1.037	0.894
4718	狂愛	7.300	8.300	0.447	0.975
4719	貶黜	3.000	4.300	1.0	2.168
4720	打屁股	4.200	5.400	1.304	2.302
4721	鬧鬼	2.400	7.400	1.342	1.673
4722	烙印	3.300	6.200	1.304	1.643
4723	盲點	4.900	1.500	0.224	1.118
4724	亂扯	3.900	3.500	1.14	1.658
4725	孤寂	2.800	2.200	1.037	1.643
4726	乞求	2.800	4.300	1.304	2.28
4727	找碴	2.400	7.000	1.342	1.581
4728	找麻煩	2.400	7.000	1.342	1.581
4729	以偏概全	4.400	2.300	0.894	1.204
4730	打偏	4.000	2.700	1.173	1.681
4731	傻瓜	3.100	4.600	1.14	2.881
4732	上癮	4.200	6.800	0.908	2.049
4733	污漬	4.000	1.900	1.225	1.746
4734	禍害	2.400	5.500	0.822	1.658
4735	避諱	4.200	3.200	0.758	1.304
4736	有出息	7.000	5.900	0.354	1.746
4737	鬆落	3.900	3.300	0.894	1.304
4738	嗜殺成性	2.100	5.800	1.14	0.908
4739	拍馬屁	3.500	4.000	1.0	2.398
4740	尖叫	4.100	7.600	1.342	1.387
4741	嚎啕大哭	3.500	7.300	1.414	1.681
4742	連累	2.900	4.000	1.294	1.696
4743	罵髒話	2.700	6.500	0.57	1.414
4744	吵嘴	3.800	4.900	0.57	0.962
4745	撕破	3.600	5.100	0.822	1.746
4746	受限	3.900	3.100	0.742	1.245
4747	要飯	3.400	4.300	0.822	1.643
4748	凶兆	3.400	3.600	1.084	1.14
4749	驚醒	3.500	5.700	1.369	0.837
4750	砍斷	4.000	4.100	1.173	1.636
4751	猛攻	4.300	5.800	1.037	1.304
4752	不可諱言	4.800	3.300	1.037	1.643
4753	唯恐不及	3.800	5.000	0.837	1.62
4754	狠毒	2.700	5.400	1.037	0.962
4755	困頓	3.500	3.900	1.414	1.782
4756	耍賤	3.100	5.000	0.894	1.118
4757	怕死	3.400	4.900	0.652	1.432
4758	豬頭	3.500	3.300	0.5	1.565
4759	強壓	3.900	4.500	1.084	1.275
4760	妒恨	2.700	6.100	0.447	0.962
4761	地獄	3.200	3.500	1.483	1.581
4762	減損	4.000	3.400	1.061	1.949
4763	批鬥	3.500	6.000	0.707	1.541
4764	空想	3.900	3.300	0.822	1.857
4765	搪塞	3.300	4.000	0.758	2.236
4766	牽腸掛肚	5.000	5.200	0.935	1.823
4767	重壓	3.800	3.300	0.908	1.525
4768	惆悵	3.600	3.300	0.894	1.151
4769	以德報怨	6.300	3.800	0.975	1.605
4770	騙人	3.700	4.400	0.758	1.673
4771	遜位	4.300	3.100	1.304	1.746
4772	難為情	4.300	4.300	0.57	1.857
4773	焦燥	3.500	6.300	0.354	0.837
4774	焦躁	3.500	6.300	0.354	0.837
4775	繚亂	3.500	4.200	0.935	1.681
4776	申斥	3.700	4.600	0.975	1.517
4777	專權	3.300	4.200	1.396	1.956
4778	玷污	2.500	6.200	1.173	1.44
4779	干戈	3.300	4.300	1.037	1.304
4780	禁錮	2.900	3.400	0.822	1.851
4781	殲滅	3.900	6.100	1.917	1.597
4782	落寞	3.100	2.800	1.14	1.304
4783	毒殺	2.200	6.200	1.151	1.204
4784	摔倒	4.400	4.800	0.894	1.643
4785	跌倒	4.400	4.800	0.894	1.643
4786	摔跤	4.400	4.800	0.894	1.643
4787	摔一跤	4.400	4.800	0.894	1.643
4788	跌跤	4.400	4.800	0.894	1.643
4789	跌一跤	4.400	4.800	0.894	1.643
4790	搞屁	4.200	5.400	0.758	1.782
4791	嫉妒	3.400	5.800	1.194	1.605
4792	適得其反	3.500	4.200	0.707	1.718
4793	失魂落魄	3.100	4.300	1.194	1.891
4794	打爛	3.600	5.400	1.194	1.084
4795	槓上	3.800	5.900	0.837	1.387
4796	倒下	3.900	3.600	1.342	1.636
4797	沈溺	3.400	3.300	0.962	1.789
4798	沉溺	3.400	3.300	0.962	1.789
4799	懇摯	6.600	4.100	0.894	1.817
4800	坐立不安	3.700	5.000	0.447	1.696
4801	諸事順心	6.700	7.600	0.577	1.155
4802	安安穩穩	6.000	2.600	0.632	1.625
4803	淺薄	3.800	2.700	1.037	0.447
4804	失身	2.700	5.900	1.304	2.247
4805	琳瑯滿目	6.100	4.800	0.742	1.681
4806	叛國	3.000	6.000	1.275	1.732
4807	惡有惡報	3.700	6.000	0.671	1.732
4808	自由心證	5.100	3.900	0.224	2.247
4809	醉醺醺	3.900	3.500	0.224	2.062
4810	盡善盡美	7.300	3.600	0.671	2.162
4811	譏諷	3.400	5.100	0.894	1.949
4812	窮凶極惡	2.500	6.300	0.866	1.718
4813	夭折	3.000	6.100	1.458	1.517
4814	鑽牛角尖	3.800	5.200	0.57	2.08
4815	瘋人	3.900	6.000	0.418	1.969
4816	瘋子	3.900	6.000	0.418	1.969
4817	推托	4.000	3.900	0.612	1.746
4818	推卻	4.000	3.900	0.612	1.746
4819	何苦	4.100	2.300	0.652	0.837
4820	何苦來哉	4.100	2.300	0.652	0.837
4821	銷聲匿跡	4.100	2.000	0.742	0.707
4822	不方便	4.700	1.800	0.274	0.837
4823	失和	3.800	4.600	0.758	2.535
4824	卒仔	3.400	3.900	0.822	1.884
4825	俗辣	3.400	3.900	0.822	1.884
4826	善待	6.200	2.900	0.758	1.432
4827	胡作非為	3.100	5.400	0.548	1.636
4828	困局	3.700	3.900	1.095	1.817
4829	冷血	3.500	3.700	0.791	2.28
4830	態度不好	4.300	3.600	0.274	1.636
4831	稀疏	4.200	2.000	0.274	0.707
4832	貪生怕死	3.300	5.500	0.274	1.696
4833	炮轟	3.200	6.500	0.57	0.866
4834	時有時無	4.900	3.100	0.224	1.245
4835	亂砍	3.000	6.200	1.458	1.351
4836	走著瞧	3.600	5.900	0.962	1.884
4837	以牙還牙	3.100	6.200	1.517	1.891
4838	驚呼	5.200	6.500	0.57	1.768
4839	漏損	3.800	3.700	0.447	1.204
4840	乞討	3.200	4.300	0.758	1.718
4841	討厭鬼	3.500	4.200	1.0	1.255
4842	膽大妄為	3.600	6.000	1.294	1.458
4843	髒話	3.600	5.000	0.652	1.696
4844	超低色散	5.000	3.000	0.0	2.0
4845	花癡	4.200	4.800	0.447	1.754
4846	草菅人命	2.600	6.700	0.962	1.681
4847	揮霍	3.700	5.700	1.037	2.049
4848	癡人說夢	3.600	4.100	0.894	1.557
4849	不對勁	4.300	3.900	0.274	2.275
4850	害臊	4.400	5.300	0.822	1.718
