Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
人家是及時行樂他們是及時多講兩句閒話	3.0	6.0	0.0	0.0
但令我心動的是他看我的眼神	6.0	7.0	0.0	0.816
雖然我無視他的最後通牒	4.4	2.75	0.49	1.299
中國人將成為世界上最悲慘的奴隸	3.0	5.75	0.707	0.433
由自己一手創立的世界貿易規則	6.0	5.667	0.0	0.471
為了防止偏聽偏信	5.667	3.667	0.471	1.247
而送中國人滲透	3.5	5.5	0.5	1.118
因為野蠻人有自動過濾文明人功能	3.5	5.25	0.5	0.829
沒有加倍的勤奮	4.0	4.25	0.0	0.829
所以毛也是最為詭計多端的	4.0	6.333	0.0	0.471
自己要送異性戀先淘氣的業餘女孩	5.667	4.0	0.471	2.16
與那些寫快餐網文出名的所謂少年作家相比	4.0	7.0	1.0	0.0
還要在此基礎上加強司法協助	5.5	4.5	0.5	2.5
能做你爹的還不夠高貴	3.4	6.2	0.49	0.98
潛伏在皖南的山村水廓間	6.0	2.0	1.0	1.0
當然天資會影響成效	4.5	5.25	0.5	0.433
一路走來雖沒有因而帶來助益	5.333	2.333	0.471	1.247
我能報答的禮物	6.0	3.0	0.0	1.414
權的演技又磨練了不少收放自如	6.25	4.4	0.433	1.744
激動處青筋爆現	5.0	5.75	0.0	1.92
手掬一束白色波斯菊貼於平坦的胸前	5.0	2.0	0.0	0.0
這是營運在引誘我鑽抽的陷井	3.333	5.0	0.471	0.816
張會感染全世界	4.75	5.75	0.433	0.829
完全不顧形象的跟哭給你們看是嗎	3.333	6.333	0.471	0.943
西格瑪那張臉看起來真的不像反派	5.0	3.667	0.816	1.7
這個照片看了心酸酸	2.75	5.0	0.433	0.707
那簡直一文不值	2.333	7.333	0.471	0.943
蔡英文已經不止一次違反中華民國憲法	3.0	6.667	0.0	0.471
被圈養獲得的安逸	5.5	3.0	1.5	2.0
壓迫與偏見的國際社會中	3.4	5.25	0.49	0.829
政府財富不是那樣計算的	4.0	4.667	0.816	1.886
那是政府富裕的標誌	6.0	6.0	1.0	0.0
首先中國的工業用地價格就會暴跌	3.667	6.333	0.471	1.247
共產黨壟斷了一切	2.667	6.5	0.471	1.118
顏色卻還蠻協調的	6.667	4.5	0.471	0.5
性慾與食慾都有劇烈的波動	5.0	7.0	0.0	0.0
今天我到底生了什麼樣的善心	5.333	4.333	0.471	0.471
但中國並不畏懼	6.0	6.333	0.707	1.247
行壞事的房仲喬福	3.0	5.5	0.0	0.5
它只不過是根基於一些假冒人民之名躲藏在幕後的人上	2.0	4.0	0.707	1.581
免得你因此陷入網羅	3.75	4.6	0.433	1.356
中國早已不是外向出口型經濟了	5.333	4.333	0.471	2.494
偶爾會有點小腹黑小壞心眼	4.0	5.667	0.0	0.471
論專業根本就是外行啊	4.0	5.667	0.0	0.471
謙遜自持巍巍風範	7.75	4.2	0.433	1.47
這幫傢伙就是內戰內行	3.5	6.0	0.5	0.707
貨幣貶值為什麼可以抵掉關稅	5.0	4.5	0.0	2.5
五十度系列是給慾望大膽子小的外行大媽們看的	4.4	4.25	0.49	0.433
17世紀就被外科醫生用來治療外傷口的癒合	6.0	2.5	0.0	1.5
有個要考詩大的男孩在和我調情	4.667	4.333	0.471	1.7
原本有條不紊的編劇表演變成語無倫次的胡扯閒談	3.0	5.75	0.0	1.299
一起前往盛大的歌舞慶典吧	7.5	7.0	0.5	0.707
讓家事糾紛減下去	6.0	6.0	0.0	0.0
最後可能會被海給淹沒了	3.25	5.75	0.433	0.433
真若出現像洪水決堤那樣大規模的民	4.0	4.667	0.816	2.867
知道了什麼是資產負債表	5.0	4.5	0.0	0.5
內心裡卻是豐滿的	7.0	5.0	0.0	0.707
他們之所以囂張跋扈	3.4	5.0	0.49	1.673
世界一流的水準	7.75	5.667	1.299	0.943
經營自己的傳統	6.4	3.2	0.49	1.6
黑暗中的一點螢火	6.667	2.0	0.471	1.414
悲慟的心被溫情包裹	6.0	5.5	0.0	1.118
但是他用的方式方法觸犯了體制大忌	3.5	5.75	0.5	0.829
一定就必須引進外來的	5.0	4.8	0.0	2.561
監禁中國人二千多年了	2.6	4.2	0.49	1.6
戰後特殊時期的通貨膨脹並不稀奇	4.667	4.333	0.471	1.247
我們的絕熱板的效能達不到英國和日本的絕熱板的效能	4.0	4.0	0.0	0.707
逆境和業障是有	3.75	3.8	0.829	2.315
網上有人質問我	4.0	3.667	0.707	0.471
你就可以失眠一整晚了	4.0	5.333	0.707	0.943
結合人類身體美感與力量美感的作品	6.667	4.667	0.471	1.247
奉勸那些仍然在文貴繪製的黃粱美夢中沉醉的螞蟻們早日覺醒	3.0	5.5	0.707	1.118
上帝會懲罰殘暴的美國暴君	6.75	5.8	0.433	1.6
總有一些骯髒齷齪之人為了蠅頭小利甘願當狗腿子漢奸	2.667	7.0	0.471	0.0
請拉著我的手一起逃跑	6.0	5.6	0.0	1.855
令現場觀眾震撼落淚	7.667	6.5	0.943	1.803
而非像我們有時在書寫文字或文章時後或在聆聽或閱覽文字時感受是直接用負向去抒發或用著文字是如此尖銳的	4.5	4.0	0.5	1.0
卡塔庫裡的唯一致命傷就是自己戳了自己一戟	4.0	5.5	0.0	0.5
最淺顯易懂的方式推廣蔬食	6.4	4.5	0.49	0.5
的態度很惹人生厭	3.0	6.5	0.0	0.5
昨天的行情瞬間上下劇震確實讓所有人目瞪口呆	5.0	7.0	0.707	0.0
就是產業鏈還沒成熟	3.5	4.667	0.5	0.471
他們是純真的反叛	5.5	5.0	0.866	0.707
有的父母是嚴厲的管教孩子	5.333	3.0	0.471	1.633
過了兩分鐘沒辦法撤回了	4.0	5.5	0.0	0.5
去年的我們舉班歡慶	7.0	6.25	0.0	0.829
習近平訪英團粗魯無禮	2.667	6.333	0.943	0.943
全跌落伊朗境內被俘	3.0	3.75	0.0	1.92
更難堪的就是像馬前症腐的2009	4.0	4.0	0.0	0.0
展現自己健美肉體以敬神	7.0	6.25	0.0	0.433
丟棄支那廉價產品	5.0	5.667	0.816	0.943
之間更加撕裂與	3.0	6.0	0.0	2.121
公共電視很丟臉	3.0	5.75	0.707	0.829
我爸媽今天史上白目到極點	3.0	8.0	0.0	0.707
綁架了中國人民	3.0	4.667	0.707	0.471
15單排衝光輝	5.0	1.0	0.0	0.0
彩工房期間限定	6.0	6.0	0.0	0.816
我很罕見的買了繪本	5.5	6.5	0.5	1.118
淘汰圈僅熟過關	4.5	5.0	0.5	0.0
遭到委內瑞拉國防軍逮捕	3.333	5.0	0.471	1.633
更是人類發展歷史長河中最絕妙的諷刺	3.75	5.25	0.433	1.479
但依舊可以￣h	5.0	1.0	0.0	0.0
劣誕下的怪胎!它們禍害華夏近百年	2.0	8.0	0.0	0.0
由於特權階層社會法則就是這樣教會中國人的	4.0	5.0	0.0	0.816
為什麼我逛街時堅決要自己行動不要他陪	4.75	4.6	0.433	2.577
聖人將一年火侯攢於一箇時辰中	6.0	5.0	0.707	0.707
來自白宮新聞發布會	5.333	2.0	0.471	1.414
夜夜回春人激昂	6.333	6.667	0.471	2.055
之後開始走下坡	3.6	4.25	0.49	0.829
眼睛會覺得疲勞	4.0	4.5	0.0	0.5
看來這一切我都是自作多情了	3.5	5.8	0.5	1.6
不知何處來的嫻雅端莊的大家閨秀	5.75	6.25	0.433	0.829
別那麼多疑敏感	4.0	5.0	0.0	1.673
總是曲解別人的意思	3.0	6.0	0.0	0.707
現在說臺灣年輕人薪水太低經濟無望	3.5	6.0	0.5	0.0
我每一次上吊都是掛在繩子上吐氣呼吸	4.5	5.5	0.5	3.5
讓他未來的歲月全部耗費在司法訴訟中	3.0	6.667	0.816	0.471
安守自己純真至善的本性	6.6	3.8	0.49	1.6
金屬製品的狂歡	6.0	5.0	0.816	2.16
只要意識到就可以解除	5.333	4.0	0.471	1.414
挖掘機團隊出品	5.0	2.25	0.0	1.299
這件事情的本質是北京蔑視加國的司法主權和人權	2.5	6.5	1.118	1.5
不去看看論持久戰	4.5	5.0	0.5	0.0
我看過一些文章介紹日本人很推崇王維的詩	6.5	3.25	0.5	0.829
腐蝕我們的心靈	3.333	4.667	0.471	0.471
鄰居憂擾人安寧	3.0	5.75	0.0	0.433
優雅的公司名字可以使到他國放下成見和戒心嗎	4.4	6.25	1.2	1.299
與人相處不再是難題	7.0	4.0	0.707	0.816
不在心平氣和時	4.0	5.667	0.0	1.247
不能遵行主的要求與人和睦相處	3.6	3.8	0.49	2.315
祂為你的修行消除障礙	6.4	3.8	0.49	1.6
都立刻歸榮耀給神和他人	6.4	5.0	0.49	0.0
發達地方早拆了	3.667	4.333	0.471	1.247
刺痛他或者讓他飄起來	5.0	5.333	0.816	0.471
而不是八面玲瓏的虛偽政客	5.2	6.5	1.833	0.5
是一種崇高的美德	7.25	5.667	1.299	0.943
這也包括你身邊那些沈默寡言	4.0	5.0	0.0	0.816
不逼迫他說話2	4.5	4.0	0.5	2.0
推特投訴郵箱為	5.0	4.333	0.0	0.943
性格穩定寬容這些	6.6	4.5	0.49	0.5
川普繼續在推特上挑釁	3.25	5.5	0.433	0.866
唯恐天下人人不知	3.667	4.667	0.943	0.471
或像你這樣含糊其辭一句帶過	3.6	5.25	0.49	0.829
拖延民進黨總統初選	4.0	2.8	0.0	1.6
基於華人社會的種種規範	4.0	6.0	0.0	0.0
其間會釋出有害物質	3.75	4.2	0.433	1.47
甚至干擾人的荷爾蒙分泌	3.0	6.667	0.0	0.943
盡管當下仍然阻礙重重	5.667	5.667	0.471	1.247
透明水凝膠質地	5.0	2.5	0.0	1.5
除了衍生難民之外	3.0	4.5	0.0	1.803
陝西礦權案有地方政府和地方及最高法院的包庇	3.0	5.25	0.0	0.829
含有多種有益於身體的營養成分	7.0	5.333	0.707	0.471
果然鯊魚還是要近距離看才會覺得震撼	5.25	6.25	0.829	0.829
都會被追究刑事責任	4.0	3.667	0.0	0.471
法定期限內沒有上訴	5.0	4.5	0.0	0.866
現在有些只拘留	4.0	5.0	0.0	0.0
為何審查了四年才一審宣判	3.0	6.25	0.0	0.433
原先的追訴權時效為30年	5.0	3.6	0.0	1.744
就像之前最終回聚來的元氣彈也是需要靠燈花轉換成其他人的魔力	5.333	5.0	0.471	0.0
還有人學成這樣	3.667	4.333	0.943	2.357
講效率講結果不講程式也不講究做人準則	3.0	5.0	0.707	2.236
0後就發各種小散文宛如已奪冠	6.333	3.667	0.471	1.247
臺灣人降有點自甘墮落	3.0	5.75	0.0	0.433
他是從泥淖奮力往上爬	6.333	5.5	0.471	1.118
下一個遭殃的就是你自己	2.75	6.5	0.433	0.5
假日的臺鐵列車總是擠滿了人	4.5	4.2	0.5	2.315
在尚未碰觸到肌膚之前就已離我們而去	4.333	4.667	0.943	1.886
尤其善於從字面上	6.0	3.667	0.816	2.055
充滿了女性的嫵媚	6.0	5.0	0.0	1.414
不過幾百年的領先而已	5.0	3.0	0.0	0.0
最使人頹廢的往往不是前途的坎坷	3.5	6.0	0.5	0.707
那三分鐘全國默哀時流量	5.0	1.0	0.0	0.0
經常僅僅因為盲目和自負	3.0	6.0	0.0	0.816
讓我感到一片哀傷	3.4	4.75	0.49	0.433
不斷的在心裡哭泣	3.0	5.0	0.816	1.633
我的人生遇見了重大挫折	3.0	6.333	0.707	1.247
會讓生命變得貴重	6.75	5.0	0.433	0.707
看到這個訊息的時候真的很氣憤	2.667	7.5	0.471	1.5
這段時間內我的鬱症會稍微緩和些	6.0	4.5	0.0	0.5
為歷史特級教師點贊	7.0	3.667	0.0	0.943
制止唔到架但係	4.0	6.0	0.0	0.0
考前自暴自棄給予自己能量	6.0	6.0	0.0	0.0
真實98乖巧伶俐	6.0	4.0	1.0	1.0
在青草地上跳舞又是一番歡欣	7.0	5.667	0.0	0.471
地震來時伴隨著低沉的振動和聲響	5.0	2.333	0.0	1.886
迸發澎湃的激情	7.25	6.75	1.09	0.829
也不像秋雨那樣的纏綿	5.0	2.75	0.894	0.829
它獨有它那粗獷	5.667	3.667	0.471	1.247
你們國際社會不要逼的太緊給中共內部的改革派開明派多點空間云云	4.5	6.333	1.118	0.943
睇?福山?事業遇上非常嚴峻?考驗	4.5	5.333	0.5	1.247
幸虧美國之音把你開除了	5.0	4.0	0.0	3.0
自以為是時代裡保持清醒並不懈吶喊的那部分群體	3.75	6.0	0.829	0.707
我的大腦降級了	3.667	4.333	0.471	0.471
無意義房間的關卡可能會越來越多	3.5	4.0	0.5	2.0
是不是因為生育率持續低迷	4.0	4.75	0.0	0.433
中國經濟增長一直平穩	5.667	4.333	0.471	0.471
下一輪銀行風暴的洗禮	4.0	4.0	0.0	0.0
他的話語簡直像鎮定劑一樣	6.5	5.5	0.5	0.5
睡眠質量下降等症狀並非疾病	5.667	4.0	0.943	2.16
總之我有點沮喪	3.333	5.333	0.943	1.7
郭教主是低眉順眼	4.0	4.0	1.414	1.414
土城四姨丈的手藝	5.0	2.8	0.0	1.6
被孕妻趕出再婚	3.0	5.0	0.0	0.816
看似保險公司幫你作假	3.0	4.75	0.0	1.92
本來清國也能從中獲利	4.333	3.667	0.471	0.943
但他們自命不凡	3.0	6.0	0.0	0.0
大概就有人包圍官邸了	4.667	3.5	0.471	2.062
義眼的軍務尚書只是一副學究般的沉著態度指出事實	5.0	4.0	0.0	0.816
但是這一次他們受到各個政黨前所未有的熱烈追捧	7.0	5.0	0.0	0.707
有些聊天真的是需要耐心	4.0	4.667	0.0	1.247
聽到時滿腦子的疑惑	4.0	5.0	0.0	0.0
今天被扣到欠費才被告知換套餐了	3.0	6.0	0.707	0.707
也不會到中國人那種充滿敵意或蔑視的態度	3.0	3.667	0.0	1.247
更像是一種傲慢的自我表現	3.4	4.5	0.49	0.5
我越發的像是一個無庸的雕刻家	3.75	5.75	0.829	0.829
可以多一個默默守護的牽掛	6.6	4.0	0.49	0.0
野心利己的俄國到了?後退	3.667	6.0	0.471	0.816
不是煽動臺灣反華	4.5	4.5	0.5	1.803
顛倒是非黑白的品德郭文貴簡直信手拈來	3.5	6.5	0.5	0.5
加徵關稅只會讓全人類落入無銷煙的世界大戰	3.0	4.6	0.0	1.2
退出共產黨網址	5.0	4.333	0.816	0.943
都是壓榨億萬底層中國人民的沉重枷鎖	2.5	6.5	0.5	0.5
卻是讓中國百姓極大受惠	7.0	6.333	1.0	0.471
除掌握中共軍權警權法權外	5.0	4.667	0.0	1.886
但有哪一個企業主可以不顧公司股東權益的	3.75	6.0	0.829	0.707
養活了多少中國工廠	5.75	3.8	0.433	1.6
我國企業發展活力充沛	8.0	7.5	1.0	1.5
一旦廢除收費站	4.4	6.25	0.49	0.829
結果在經濟趨緩時來不及煞車	3.5	5.0	0.5	1.0
變得跟狗一樣順從	3.667	3.667	0.943	3.091
盼扺消可能的赤字	5.667	6.0	0.471	0.816
美國大型車廠通用汽車	5.0	1.8	0.0	0.98
然後又是一波倒閉潮了	2.0	6.5	1.0	1.5
再堅信的心也會被摧毀	3.0	4.333	0.0	0.471
盡吹毛求疵之能	4.0	5.0	0.0	0.0
並不是盡如人意的	3.5	3.5	0.5	1.5
李白最後背離官場	4.0	3.5	0.0	1.5
於是熱衷於奔波	6.75	3.6	0.433	1.855
埋怨老天的不公	3.0	6.75	0.0	0.829
即使沒有人為你鼓掌	5.5	3.5	0.5	0.866
李亞蒨腿斷變瘸腿	3.0	4.5	0.0	0.5
聖經那麼多則斥責人的話	3.5	6.0	0.5	0.707
聖母婊就是裝成聖母的淫婦	2.75	4.25	0.433	1.479
在辦公室裡作為解壓工具被小便澆在精緻妝容的臉上	3.0	7.5	1.0	0.5
老害議員選?睡眠妨害	4.0	4.5	0.0	1.118
但是在公領域人與人難免得互相體諒一下	4.0	4.0	1.0	1.0
終院駁回劉夢熊上訴	6.0	5.0	1.0	2.0
蓄起長鬍子令外表專業整潔的	6.0	4.333	0.0	0.471
中描述了這些祖先一千年沒跳過舞的女人是如何為共黨迫使教唆而起步的	3.667	5.333	1.247	1.7
古人禮樂歌舞完備	6.333	3.667	0.471	1.886
滋養我們的靈魂	6.333	5.0	0.943	0.0
而且因為這種事業不是一帆風順的	4.0	3.8	0.0	1.939
冠冕堂皇的理由經不住推油的按摩	3.75	3.2	0.829	1.6
能跟他匹敵的國內電影也就三大戰役了吧	5.75	6.25	0.433	1.479
立法院三人的臺聯黨癱瘓了國民黨六十多席次	3.4	5.0	0.49	0.0
郭董有什麼巨集大計劃也徒然	4.0	3.8	0.0	2.04
但是深切又平淡的	6.5	4.0	0.5	1.414
我並非不贊同普世價值觀	4.0	4.5	0.0	0.5
碎片化修補也不行	3.5	6.0	0.5	1.0
必須是全面的系統的改革和改進	6.667	4.333	0.471	2.055
不需要害怕弄痛我	6.667	5.0	0.471	0.816
印表機被我弄壞了	3.0	5.667	0.0	0.471
損壞是一件顯而易見的?	5.0	4.0	0.0	0.0
但封賞那無賴和要齊王的封號幾件事確有幾分調皮	4.333	5.667	0.471	0.471
這千鈞的重擔壓在你們領導身上	4.667	5.333	0.471	0.471
心裡真是非常忐忑	3.2	5.8	0.4	1.6
被先生一直催促去看牙	4.5	6.333	0.5	0.471
老袁這期節目裡的那位在美國的狗屎中產階級怎麼那麼缺德阿	2.667	6.0	0.471	2.16
果然上學太摧殘精力了	3.667	5.333	0.943	0.471
每天都在極度睏倦中度過	3.333	4.333	0.471	0.943
利用烏克蘭東部恐嚇烏克蘭	3.333	5.667	0.471	0.943
取得了顯著的生態	6.75	3.0	0.433	1.0
卻去信什麼神童的刑法37條	3.667	4.667	0.943	2.625
傳統文化已經滅絕了	3.0	5.75	0.0	0.433
最奇特的就是都是簡體字呢	6.0	6.0	0.0	0.0
誹謗任何政治人物	3.5	5.333	0.5	0.471
國家乃至社會個人才會有光明的前途和未來	6.5	5.0	0.5	0.707
保留可以轉圜的餘地	6.0	4.75	0.0	0.433
中國傳統文化及乎無一可取	2.0	6.333	0.816	0.943
坐過牢的人都很固執的	4.667	5.0	0.943	0.816
只要不是蓄意的反動的言論	4.6	3.0	0.49	1.0
恰巧老巫婆看過這篇小說	5.0	2.5	0.0	1.5
是我的佔有慾在作祟	3.4	6.0	0.49	0.0
以及激進左翼政治人物桑德斯表示	5.0	2.8	0.0	1.6
我看他們這輩子難分離	5.5	4.0	1.118	0.816
每每總覺得惋惜不止	3.0	6.0	0.0	0.0
這就是一個非凡的賽季	6.5	6.0	0.5	1.0
習近平心智不全	3.5	5.667	0.5	0.943
走私動物屢禁不止	3.25	5.0	0.433	1.414
鬆綁不合時宜法規	6.0	5.0	0.0	0.0
再準確的預警都於事無補	3.0	3.25	0.0	0.433
過人和組織進攻很流暢	6.333	4.333	0.471	0.471
電視臺我只認攻勢	5.4	6.0	0.49	0.707
有可能會為以色列自己的亡國自掘墳墓	3.0	6.0	0.0	0.707
嚮往大城市的繁華	6.0	5.667	0.816	2.625
還結合日本印度與菲律賓軍艦闖入中國南海	4.0	3.8	0.0	2.4
共匪有何報復美國的能力	4.25	4.5	0.829	1.118
因應蘋果要求供應鏈全數以潔淨能源生產	6.0	5.0	0.816	1.633
而且貌似新院頭一回以負心人的形象出現	4.0	2.0	0.707	0.816
實施30分的警報發放	5.0	2.333	0.0	1.886
賴清德馬上允諾	5.6	5.2	0.49	1.6
卻造就2001年科網股爆破之失	2.0	6.5	0.0	0.5
得其善言不狂喜	6.6	3.8	0.49	1.47
靈魂的崇高情感	6.667	3.667	0.471	1.7
的身份有很高的期許	6.333	5.333	0.943	2.494
在支那人觀念中只有壓倒別人	3.0	6.333	0.707	1.247
我的祈禱仍純潔	6.333	3.333	0.471	1.7
文貴呢這幾天活動非常頻繁	5.0	3.4	0.0	1.625
奉天命不敢為傲3	4.667	4.0	0.471	2.16
它在咖啡館裡喋喋不休	4.0	6.0	0.0	0.894
遠方留下的只有一種狂躁	3.333	3.667	0.471	3.091
奮鬥進取與悲觀的人無緣	5.0	5.0	0.707	0.707
我說你知道大淆我升級多少理性才只是無能狂怒不來物理的	4.667	5.667	0.471	0.943
旨酒雖酷烈芬芳	5.333	3.0	0.471	1.633
雷歐弟弟能說話但就無法看見孩子們那裡我哭得肝腸寸斷	2.6	7.5	0.49	0.866
劇情突然變味了	4.0	5.0	0.0	1.414
大饑荒的發生是分分鐘鐘的事情	3.0	5.25	0.0	1.09
氣質漂亮的良家少婦蘇小小偷偷兼職做樓鳳	3.0	4.0	0.0	0.816
辛酸並娛樂地去感恩	6.0	6.0	0.0	0.0
我們憶起了那些我們忘卻的艱辛	5.667	4.0	0.471	2.121
賄賂120萬美元入名校	3.0	1.667	0.0	0.471
烈酒還是無酒精飲料	5.0	2.333	0.0	0.943
可以使勁的舔阿言的顏	7.0	6.333	0.0	1.7
是紀念青春的依戀	6.5	4.4	0.5	1.855
這樣的典範永留我心	7.0	6.333	0.0	0.471
還要佔領別人的國家	3.0	6.0	0.0	0.0
剷除邪教伊斯蘭	2.5	6.75	0.5	1.299
讚揚臺灣是民主典範	7.0	6.0	0.0	0.0
馬上就找我們開槍	4.0	6.5	0.0	0.5
一隻小蟲不偏不倚掉在眼球上	3.5	4.75	0.5	1.299
將護膚重心放在舒緩鎮靜上面	6.0	1.667	0.707	0.471
腦子像觸電一般停頓了半分鐘	5.0	3.0	0.0	0.0
麻木就是沒知覺	4.667	4.667	0.471	0.471
但是我被自己囚禁了	3.0	4.0	0.0	2.0
放在一起更是引人注目	5.333	6.0	0.471	1.414
女病人醫院發狂搶剪刀	3.0	5.333	0.0	0.471
就是讓世界科技停滯不前	3.0	5.5	0.0	1.5
其狼子野心可見一斑	3.333	6.333	0.471	0.943
也照樣免不了痛苦的侵襲	3.0	6.0	0.0	0.0
後被警方告知已經關押	3.6	5.5	0.49	0.5
警方追截可疑私家車連開三槍	4.667	6.667	0.471	1.7
別覺得孩子受罪了	4.4	5.5	0.49	1.5
需要向政府有關部門批准	5.0	3.5	0.0	1.118
祝郭文貴安然入睡	6.5	5.0	0.5	1.0
可惜他的這張嘴	3.6	4.75	0.49	0.829
臺男從此不知去向	4.0	5.5	0.707	1.658
壞運氣快結束吧!	5.0	6.25	0.707	0.433
聽說有老婆故意把老公伺候得超周到	4.5	7.0	0.5	1.0
那時其實用不到這樣衝撞大門	4.0	5.0	0.0	0.707
即便明月亦無明亮	4.0	3.0	0.0	1.414
從中可以照見惡和善	5.4	2.8	0.49	1.6
身為老師的嚴肅	5.667	5.333	0.471	0.471
非常出乎意料的國家	5.0	5.8	0.0	2.315
晚上也要黏著達米安睡覺	5.333	3.333	1.247	1.247
機智的我跑到他們兩人面前	6.0	4.0	0.0	1.414
那為什麼現在我們國家步步走向繁榮	6.333	6.0	0.471	1.414
財神也經常惠顧	7.0	5.5	0.0	0.5
特赦不同黨的叫寬大	6.25	5.0	0.433	0.707
一句壞話也不可出口	4.8	5.5	0.98	1.118
大家都是顧慮這些還有覺得還能在他身上多少學到一些觀點所以才不放膽嗆他吧	3.667	5.333	0.471	1.247
我不肯繳納罰金	3.0	5.667	0.816	0.471
可渾身上下就是尼瑪趙本山式的土鱉暴發戶氣質	4.0	6.5	0.0	1.5
食物都遭受莫大的汙染	3.0	6.5	0.0	0.5
特太陽是如何升起的	5.0	3.333	0.0	1.7
黑橘的工作人員埋伏在各個伺服器內	4.75	5.0	0.433	1.225
是不是也夠愜意	6.0	4.25	0.894	0.829
就是你口中喪心病狂的民進黨在80年代做的事嗎	4.0	6.0	0.816	0.816
所以感覺時間過得格外的快	4.75	5.5	0.433	0.5
我們的國家安定團結	7.6	5.75	0.49	0.433
魔幻寫實的人生	6.0	4.0	1.0	2.0
白金漢宮與女王最近的距離	5.0	4.0	0.0	1.789
就是必須皇上位置穩固	5.0	5.5	0.0	1.658
深圳特區的奠基人	6.0	2.5	1.0	1.5
他在貿易戰中表現漏洞百出	3.0	3.6	0.0	1.855
而人生也會被絆所牽制	4.0	5.0	0.707	0.0
當年的鎮壓者和被鎮壓者有些至今活躍	6.0	3.5	1.0	1.5
還規避社會的監督	3.5	5.0	0.5	0.0
中國社會變得經濟上愈發具有剝削性和權貴化	3.5	5.0	0.5	0.0
走失在彰化埤頭	3.5	4.5	0.5	0.5
燕太不像活潑的姐姐那樣	4.0	3.2	0.0	1.833
例如我日文沒有那麼流利我會不會什麼都不行	4.0	3.6	0.707	1.855
就會安於?體制	5.0	4.333	0.707	0.471
但如果你主張拆掉屋頂他們就來調和	4.5	2.333	0.5	1.247
而且一直很陰沉	3.0	6.0	0.0	0.816
小土坡裡埋葬著男子姐姐幼小的屍骸	3.0	4.0	0.0	0.707
這個人扮豬吃老虎情結很重	3.333	6.667	0.471	0.471
您的大腦由於硬體問題無法相容國際版韌體	4.0	4.0	0.816	0.816
除了哄騙部分無知之人為其捐款之外	3.25	5.75	0.433	0.829
一隻年輕的獵豹以閃電般的速度追趕一隻野	5.0	5.5	0.0	2.5
陣痛和子宮整天互相排斥	3.0	7.0	0.707	0.0
麥田和河流整天互相侵佔	4.6	4.5	0.49	0.866
結果只有淪為傾銷地一種可能	3.0	5.667	0.707	0.471
直到最後我也還是膽小鬼嘛	3.6	6.6	0.49	0.49
也佩服歐崇敬的預測神準	7.0	5.2	0.0	1.6
不需要解釋安撫	5.0	2.25	0.0	0.829
削減製造業產能	4.0	4.667	0.816	2.055
感覺華人孩子在公共場合比較守規矩	6.6	4.75	0.49	0.433
出遊的時間拿來健身以填補我這無法忌口的口腹之慾和內心空虛以免跟腹肌說再見	6.667	5.0	0.471	1.414
繼續整理手頭瑣事	5.0	2.333	0.0	1.886
整天都會滿臉紅光	6.5	4.5	0.5	0.5
兩天的假日根本不夠彌補身心靈的創傷	3.5	4.75	0.5	0.829
至少是煩躁而不是易怒狀態	6.0	4.5	0.0	0.5
幾度掙扎亦是枉然	3.0	6.0	0.0	0.707
曾盼其能悔悟反省	5.333	4.333	0.471	0.943
漫不經心地點燃	4.5	4.5	0.5	0.5
然後沈浸在某案又得獎的虛榮感裡繼續過著同樣的生活	3.5	5.0	0.5	0.0
鳥啼而欣然有會	7.0	7.0	0.0	0.0
路上很乖不哭鬧	6.8	3.2	0.98	1.47
也沒有這種魄力	4.0	4.5	0.0	0.5
為什麼把摺疊傘收整齊那麼難	4.5	3.5	0.5	2.5
神經質的行為也會由此而生	3.5	5.0	0.5	0.0
是你獨一無二的證明	7.5	5.5	0.5	0.5
不同於傳統的手術切除和抗癌藥物或放射療法	5.0	3.25	0.0	1.785
也只能侷促益州力竭五丈原	4.667	4.333	0.471	2.494
何止很少充分活	3.5	5.333	0.5	0.471
我就是吃了炸藥	3.0	6.75	0.0	1.09
一個長期直播的人活那麼寒酸	3.0	6.0	0.0	0.707
不過叫你心裡留神	5.0	6.0	0.0	1.0
我是不評價高傲國家的	4.0	4.0	0.0	0.816
我最不稀罕人家的錢	4.5	5.75	0.5	0.433
腫瘤細胞轉移到淋巴結	3.0	3.6	0.707	1.744
精疲力竭的絕境	3.0	5.667	1.633	3.399
濫用沉默在咆哮	3.0	4.667	0.0	0.471
就不和你說什麼啦	4.333	5.333	0.471	0.471
還遭到無數人的疑心	3.0	4.6	0.0	1.356
而要遵從聖靈的引導	6.667	5.0	0.471	2.16
也是第一次我覺得去韓國工作沒有獄禰O人厭倦	7.0	5.0	0.0	0.0
沒有寶二蘇特很可惜但我該知足	6.0	6.0	0.0	0.0
只要每天都會彼此掛念	5.333	6.0	0.471	0.0
目的是用來麻痺中國人	3.0	5.75	0.707	0.433
我給新手的建議是	5.5	3.5	0.5	0.5
但獨吞我們地方農產外銷的功勞這個我就不能忍受了	3.0	7.5	0.0	0.5
這樣俄版混合戰在國土掠奪上的應用就弄完了	5.5	2.0	0.5	0.816
國家就是個空洞的概念	4.0	3.0	0.0	1.581
那個人真是古怪	4.0	5.25	0.0	1.299
謠傳南坑改革派與包惡鬥	3.667	4.333	0.471	1.247
光明磊落者不懼毀謗	6.333	6.667	0.471	0.943
